# Created from biom table																																								
#OTU ID	ECOLI	EXTBLK1	EXTBLK2	EXTBLK	FB200	FB20	FB5	FB60	FBF	NO15200	NO1520	NO155	NO1560	NO15F	NO7200	NO720	NO75	NO760	NO7F	PCRBLK	SM01200	SM0120	SM015	SM0160	SM01F	SM02200	SM0220	SM025	SM0260	SM02F	SM29200	SM2920	SM295	SM2960	SM29F	SM31200	SM3120	SM315	SM3160	SM31F
Otu154	0	0	0	0	0	0	0	0	0	43	36	31	69	3	3	12	0	4	3	0	8	1	2	2	2	59	62	32	57	11	48	54	47	54	29	6	16	6	13	1
Otu155	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	27	8	8	27	24	0	0	0	0	0	0	0	0	0	0	25	24	18	23	52
Otu156	0	0	0	0	0	0	0	0	0	53	37	50	30	14	6	2	0	0	2	0	25	2	6	10	38	14	31	48	12	49	1	0	2	0	2	24	35	45	32	77
Otu157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu158	0	0	0	0	0	0	0	0	0	31	18	16	70	1	32	8	6	10	6	33	51	18	15	40	18	16	11	11	7	7	81	25	37	64	31	5	6	7	10	6
Otu159	0	0	0	0	0	0	0	0	0	3	4	1	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Otu160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	1	0	0	3	0	1	1	0	1	2	2	0	1	1	1
Otu161	0	0	0	0	0	0	0	0	0	10	0	2	8	1	0	0	0	0	1	0	52	10	24	29	43	3	0	1	0	3	1	0	0	0	2	17	12	25	10	27
Otu162	0	0	0	0	0	0	0	0	0	76	81	73	71	25	444	396	399	342	161	0	72	30	37	56	73	27	19	7	36	22	396	552	574	531	254	77	36	41	60	19
Otu163	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	5	8	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu164	0	0	0	0	0	0	0	0	0	3	3	3	2	1	4	0	3	1	7	0	0	1	0	1	0	0	0	8	2	2	2	4	4	4	1	0	0	0	0	0
Otu165	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	6	0	8	0	1	6	1	78	65	57	88	41	6	5	5	8	2
Otu166	0	0	0	0	0	0	0	0	0	112	59	86	110	124	47	29	50	31	72	0	18	11	5	32	20	258	216	128	163	52	147	173	187	163	77	115	113	52	94	15
Otu167	0	0	0	0	0	0	0	0	0	24	12	24	46	7	0	1	1	0	0	0	0	0	0	0	0	5	3	2	10	4	12	7	4	12	1	1	0	1	0	2
Otu168	0	0	0	0	0	0	0	0	0	83	37	41	74	86	0	0	1	0	0	0	5	0	1	1	1	7	3	2	17	3	2	2	1	2	1	0	6	3	1	3
Otu169	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
Otu170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	3	0	0	1	0	0	0	0	0	1	1	0	1	0
Otu171	0	0	0	0	0	0	0	0	0	32	19	28	9	26	9	5	16	4	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu172	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1	1	1	0	0	0	0	0	0	0	0	0
Otu173	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Otu175	0	0	0	0	0	0	0	0	0	3	3	0	0	1	2	3	4	7	6	0	221	112	79	199	138	10	10	7	8	3	109	164	229	171	264	434	412	160	345	33
Otu176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
Otu177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	68	80	51	218	7	6	6	8	10
Otu178	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu179	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu180	0	0	0	0	0	0	0	0	0	73	175	86	91	10	25	24	69	29	13	0	155	114	126	167	51	10	39	57	14	18	67	129	139	82	760	257	360	271	220	117
Otu181	0	0	0	0	0	0	0	0	0	2	8	3	2	2	0	3	4	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0
Otu182	0	0	140	0	0	0	0	0	0	1	0	0	0	1	0	2	4	2	1	0	5	1	1	4	5	1	0	0	0	0	0	0	2	0	1	2	1	1	3	1
Otu183	0	0	0	0	0	0	0	0	0	72	186	95	85	17	142	294	269	182	107	0	456	429	451	428	435	91	135	225	87	126	124	211	402	166	2261	81	88	61	62	30
Otu184	0	0	0	0	37	0	0	0	0	161	611	169	300	9	0	0	1	0	0	0	3	1	3	3	0	1	0	0	0	0	0	1	2	0	0	11	7	3	9	2
Otu185	0	0	0	0	0	0	0	0	0	159	64	48	197	103	79	44	10	26	28	0	2	0	1	0	0	3	3	1	0	3	12	9	14	13	12	3	4	6	4	5
Otu186	0	0	0	0	62	0	0	0	0	10	4	3	16	5	38	29	10	27	17	0	4	0	0	5	2	15	24	13	19	34	251	100	86	185	23	21	12	21	15	14
Otu187	0	0	0	0	0	0	0	0	0	24	13	24	25	32	5	5	7	3	3	0	9	4	9	10	22	0	0	0	0	0	352	38	56	64	30	1	6	5	3	7
Otu188	0	0	0	0	0	0	0	0	0	13	3	2	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu189	0	0	0	0	0	0	0	0	0	2	3	1	3	5	4	6	1	4	25	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Otu190	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu191	0	0	0	0	0	0	0	0	0	49	39	27	43	126	0	0	0	0	1	0	3	0	0	1	0	74	39	17	60	25	6	2	1	1	4	697	493	1213	833	2075
Otu192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	5	3	3	4	3	0	3	4	6	2
Otu193	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu194	0	0	0	0	0	0	0	0	0	60	28	29	64	74	34	21	21	36	41	33	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu195	0	0	0	0	0	0	0	0	0	2	3	2	0	2	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu196	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu197	0	0	0	0	0	0	0	0	0	32	8	17	41	10	23	22	29	17	42	0	6	2	2	0	4	4	6	1	1	0	10	8	3	11	11	3	1	3	2	2
Otu198	0	0	0	0	0	0	0	0	0	39	46	30	45	21	16	16	21	26	17	0	8	6	5	11	30	32	21	26	15	16	95	125	119	121	23	11	7	4	7	3
Otu199	0	0	0	0	0	0	0	0	0	1	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu200	0	0	0	0	0	0	0	0	0	6	4	0	18	3	0	0	0	1	0	0	0	0	0	0	0	3	8	2	1	5	4	1	0	0	3	0	0	0	0	1
Otu201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	11	18	15	4	0	0	0	0	0
Otu202	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu203	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Otu205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	15	15	11	4	0	0	0	0	0
Otu206	0	0	0	0	0	0	0	0	0	26	5	5	19	28	14	6	4	3	8	0	0	0	0	0	0	3	0	2	0	4	1	2	1	1	0	0	0	2	1	0
Otu207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	4	18	12	1	0	2	1	3
Otu208	0	0	0	0	0	0	0	0	0	8	3	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	2	1
Otu210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	23	10	64	0	0	0	0	0
Otu211	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
Otu212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	6	5	35	5	33	25	85	115	92	120	133	257	10	10	17	16	21
Otu213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	2	6	14	4	5	5	7	8	10
Otu214	0	0	0	0	0	0	0	0	0	47	9	17	48	147	0	0	0	0	0	0	0	0	0	0	0	4	5	3	1	2	8	2	1	3	2	0	0	1	0	1
Otu215	0	0	0	0	0	0	0	0	0	970	781	773	1053	1167	142	198	115	196	57	0	9	6	2	17	16	54	24	24	39	28	154	57	69	110	37	53	36	36	46	65
Otu216	0	0	0	0	0	0	0	0	0	27	4	4	47	4	9	8	3	6	2	0	0	0	0	0	0	14	34	16	19	26	90	2	4	4	6	1	0	1	1	0
Otu217	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu218	0	0	0	0	0	0	0	0	0	59	29	38	43	72	3	3	3	3	2	0	0	0	0	0	0	3	3	4	0	2	39	23	46	32	29	1	3	4	2	7
Otu219	0	0	0	0	0	0	0	0	0	1	2	1	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu220	0	0	0	0	0	0	0	0	0	186	92	136	306	87	69	64	100	57	222	0	69	25	23	47	19	416	640	689	295	356	108	72	69	100	81	127	87	92	85	66
Otu221	0	0	0	0	0	0	0	0	0	13	10	7	9	6	3	4	4	3	5	0	0	0	0	0	0	1	5	2	6	3	0	0	1	0	0	0	0	0	1	0
Otu222	0	0	0	0	0	0	0	0	0	3	2	1	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu223	0	0	0	0	0	0	0	0	0	2	0	0	4	0	17	3	4	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu224	0	0	0	0	0	0	0	0	0	288	237	196	271	397	1704	1442	923	861	2403	0	236	160	57	297	209	240	166	91	207	163	2370	1799	2204	2001	1270	2414	1850	3903	2940	5765
Otu225	0	0	0	0	0	0	0	0	0	7	1	2	13	10	9	1	1	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu226	0	0	0	0	0	0	0	0	0	1	1	1	3	0	4	4	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu227	0	0	0	0	0	0	0	0	0	843	441	247	1144	1638	568	245	71	287	95	0	45	15	14	78	42	87	51	41	76	54	434	289	278	419	148	177	112	181	151	201
Otu228	0	0	0	0	0	0	0	0	0	192	187	150	165	62	137	129	247	121	515	0	8	4	5	2	3	33	13	40	60	19	79	58	44	77	35	21	22	27	24	22
Otu229	0	0	0	0	0	0	0	0	0	211	97	80	242	168	84	91	22	130	17	0	104	21	20	77	25	120	201	246	104	184	154	58	55	39	250	59	31	49	31	37
Otu230	1	0	0	0	0	0	0	0	0	1312	1067	1293	1578	1824	1534	1239	1329	1581	3451	165	33	13	8	28	11	453	437	442	370	269	1545	2217	1802	1939	586	104	99	110	128	31
Otu231	0	0	0	0	62	0	0	0	0	587	580	412	728	379	62	37	26	23	54	33	24	10	4	23	9	83	42	54	44	75	591	350	383	637	177	156	120	216	154	183
Otu232	0	0	0	0	37	0	0	0	0	588	326	419	621	472	97	86	130	102	204	66	292	229	169	639	517	280	185	136	221	253	61	50	36	54	12	86	64	62	94	118
Otu233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	1	0	0	1	0	0	0	0	0	0	0
Otu234	0	0	0	0	0	0	0	0	0	2	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu235	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu236	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Otu237	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	102	106	45	162	156	64	86	52	107	185	58	45	32	42	25	133	104	107	114	159
Otu238	0	0	0	0	0	0	0	0	0	66	23	42	53	132	216	313	228	317	158	0	0	0	0	1	0	62	104	98	131	165	89	91	75	75	69	10	17	15	16	34
Otu239	1	96	0	0	0	0	0	0	0	3	0	2	0	1	607	854	820	986	134	0	1275	1428	985	1919	1526	4026	5854	4627	6455	2253	2640	2397	1578	2379	542	2579	3989	1594	2744	427
Otu240	0	0	0	0	0	0	0	0	0	41	14	32	20	66	108	75	92	75	61	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0
Otu241	0	0	0	0	0	0	0	0	0	11	2	3	10	10	2	4	1	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu242	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	5	5	31	48	10	23	9	18	118	35	22	13	20	28	15	18	17	21	64
Otu243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0
Otu246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu248	0	0	0	0	0	0	0	0	0	3	0	1	0	1	433	669	507	677	387	0	340	370	197	579	420	1025	1234	516	1386	508	1483	1477	1126	1132	545	2286	2633	1578	2479	331
Otu249	0	0	0	0	0	0	0	0	0	109	254	145	136	20	153	387	271	180	174	0	4	10	4	8	7	0	0	0	0	2	0	7	12	2	19	10	5	6	6	3
Otu250	0	0	0	0	0	0	0	0	0	728	317	457	674	1578	14	26	10	18	30	33	14	5	2	7	0	9	0	0	7	0	17	17	9	19	2	2	0	1	1	3
Otu251	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	4	0	2	0	0	1	0	4	4	6	6	1	5
Otu253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	1	2	1	3	5	5	2	3	5
Otu255	0	0	0	0	0	0	0	0	0	15	11	6	13	42	1	0	0	0	1	0	1	0	0	0	0	1	3	3	0	1	1	0	0	1	1	4	3	2	3	1
Otu256	0	0	0	48	0	0	0	145	0	9	3	1	3	2	1	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	3	1	5	3	3	1	0	0	0	2
Otu257	0	0	0	0	0	0	0	0	331	3	1	2	2	0	0	4	1	3	2	0	2	1	0	1	0	3	0	0	0	0	0	0	0	0	0	1	1	0	1	0
Otu258	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
Otu259	0	0	0	0	0	0	0	0	0	1	0	3	0	7	0	3	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	5	11
Otu260	0	0	140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Otu261	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	4	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0
Otu263	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0	3	1	0	3	0	1	1	3	1	9	0	0	1	0	1	0	0	0	0	4	5	5	3	0	4
Otu264	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	23	75	27	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	7	2	1	4	0	1	0	0	0	0
Otu269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
Otu273	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu274	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu275	0	0	0	193	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	529	0	0	0	1	0	3	0	1	0	0	1	3	0	5	0	0	0	0	2	0
Otu276	0	0	0	0	49	0	0	0	0	0	0	1	0	0	0	0	1	0	0	861	0	0	0	0	0	3	0	0	1	0	1	2	0	1	0	0	0	0	2	0
Otu277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu279	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	4	0	0	2	1	0
Otu282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	4	7	23	0	0	0	0	0	0	3	0	6	2	2	0	0	0	0	0	2	0	2	0	6
Otu284	0	1539	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	0	0	0	0	0	0	34	90	143	25	0
Otu286	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu287	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu288	0	0	561	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0
Otu289	0	577	0	0	0	647	0	1446	0	3	0	2	0	0	4	0	0	0	0	7876	0	0	0	0	0	9	0	0	0	0	5	7	0	10	0	0	0	0	2	0
Otu290	0	0	0	145	2955	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu291	0	0	140	0	99	287	140	0	551	0	0	1	0	0	0	0	1	0	1	33	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1
Otu292	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu293	0	0	0	0	0	0	0	0	0	10	3	3	9	8	8	1	1	0	10	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	26	0	0	2	1	6
Otu294	0	0	0	0	0	0	0	0	0	8	2	0	8	0	0	1	0	0	0	0	2	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	3	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu296	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu297	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
Otu299	0	0	0	0	0	0	0	0	0	6	0	0	3	1	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu300	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu301	0	0	0	0	0	0	0	0	0	13	3	16	8	15	8	3	13	6	16	0	4	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu303	0	0	0	0	1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	10	6	7	9	7
Otu305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	81	39	38	37	24	0	0	0	0	0	1	0	4	3	15
Otu306	0	0	0	0	1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu307	2	0	0	96	0	0	0	0	0	0	1	1	1	2	142	102	136	90	309	0	10	27	48	48	91	3	3	3	1	0	1	1	1	1	22	78	30	155	98	260
Otu308	22535	16066	15136	13160	2436	18321	13692	13955	19067	7	5	7	38	4	20	101	56	31	38	4799	121	288	595	513	1320	18	83	133	157	44	11	22	18	36	212	44	44	47	22	91
Otu309	0	0	0	0	0	0	0	0	220	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu310	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu311	0	0	0	0	62	0	70	723	0	0	0	0	0	0	1	8	1	2	0	0	0	1	0	1	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0
Otu312	0	0	280	48	12465	1006	419	0	0	0	1	1	0	0	0	0	0	1	1	165	0	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu313	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Otu314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
